date,product_name,category,quantity_sold,revenue,region,price,stock
2023-03-23,Lumina VR Headset,Wearables,13,585000,West,45000,53
2023-03-23,Echelon Gaming Desk,Furniture,11,385000,East,35000,121
2023-03-24,Quantum Pro Laptop,Electronics,5,750000,North,150000,159
2023-03-24,Titan GPU X,Components,8,680000,South,85000,156
2023-03-24,Aero Max Drone,Gadgets,11,715000,North,65000,52
2023-03-24,Lumina VR Headset,Wearables,14,630000,West,45000,55
2023-03-24,Echelon Gaming Desk,Furniture,11,385000,East,35000,58
2023-03-25,Quantum Pro Laptop,Electronics,8,1200000,East,150000,69
2023-03-25,Titan GPU X,Components,14,1190000,South,85000,194
2023-03-25,Aero Max Drone,Gadgets,16,1040000,West,65000,52
2023-03-25,Lumina VR Headset,Wearables,20,900000,West,45000,174
2023-03-25,Echelon Gaming Desk,Furniture,16,560000,East,35000,138
2023-03-26,Quantum Pro Laptop,Electronics,9,1350000,South,150000,60
2023-03-26,Titan GPU X,Components,14,1190000,North,85000,116
2023-03-26,Aero Max Drone,Gadgets,17,1105000,East,65000,125
2023-03-26,Lumina VR Headset,Wearables,16,720000,South,45000,58
2023-03-26,Echelon Gaming Desk,Furniture,15,525000,East,35000,173
2023-03-27,Quantum Pro Laptop,Electronics,5,750000,East,150000,87
2023-03-27,Titan GPU X,Components,9,765000,South,85000,195
2023-03-27,Aero Max Drone,Gadgets,10,650000,South,65000,86
2023-03-27,Lumina VR Headset,Wearables,17,765000,North,45000,130
2023-03-27,Echelon Gaming Desk,Furniture,8,280000,South,35000,89
2023-03-28,Quantum Pro Laptop,Electronics,5,750000,East,150000,116
2023-03-28,Titan GPU X,Components,9,765000,West,85000,89
2023-03-28,Aero Max Drone,Gadgets,13,845000,North,65000,82
2023-03-28,Lumina VR Headset,Wearables,20,900000,South,45000,196
2023-03-28,Echelon Gaming Desk,Furniture,9,315000,East,35000,108
2023-03-29,Quantum Pro Laptop,Electronics,5,750000,West,150000,62
2023-03-29,Titan GPU X,Components,9,765000,South,85000,149
2023-03-29,Aero Max Drone,Gadgets,14,910000,East,65000,56
2023-03-29,Lumina VR Headset,Wearables,18,810000,South,45000,187
2023-03-29,Echelon Gaming Desk,Furniture,10,350000,West,35000,156
2023-03-30,Quantum Pro Laptop,Electronics,5,750000,South,150000,149
2023-03-30,Titan GPU X,Components,8,680000,South,85000,126
2023-03-30,Aero Max Drone,Gadgets,12,780000,West,65000,62
2023-03-30,Lumina VR Headset,Wearables,15,675000,South,45000,162
2023-03-30,Echelon Gaming Desk,Furniture,8,280000,South,35000,137
2023-03-31,Quantum Pro Laptop,Electronics,5,750000,North,150000,119
2023-03-31,Titan GPU X,Components,9,765000,West,85000,109
2023-03-31,Aero Max Drone,Gadgets,12,780000,East,65000,86
2023-03-31,Lumina VR Headset,Wearables,14,630000,East,45000,66
2023-03-31,Echelon Gaming Desk,Furniture,10,350000,West,35000,199
2023-04-01,Quantum Pro Laptop,Electronics,7,1050000,South,150000,169
2023-04-01,Titan GPU X,Components,15,1275000,East,85000,99
2023-04-01,Aero Max Drone,Gadgets,22,1430000,West,65000,174
2023-04-01,Lumina VR Headset,Wearables,19,855000,West,45000,56
2023-04-01,Echelon Gaming Desk,Furniture,17,595000,East,35000,107
2023-04-02,Quantum Pro Laptop,Electronics,6,900000,East,150000,75
2023-04-02,Titan GPU X,Components,11,935000,West,85000,148
2023-04-02,Aero Max Drone,Gadgets,14,910000,North,65000,88
2023-04-02,Lumina VR Headset,Wearables,26,1170000,East,45000,165
2023-04-02,Echelon Gaming Desk,Furniture,14,490000,West,35000,179
2023-04-03,Quantum Pro Laptop,Electronics,4,600000,East,150000,76
2023-04-03,Titan GPU X,Components,9,765000,East,85000,130
2023-04-03,Aero Max Drone,Gadgets,13,845000,North,65000,133
2023-04-03,Lumina VR Headset,Wearables,16,720000,South,45000,196
2023-04-03,Echelon Gaming Desk,Furniture,11,385000,East,35000,113
2023-04-04,Quantum Pro Laptop,Electronics,5,750000,North,150000,74
2023-04-04,Titan GPU X,Components,9,765000,West,85000,76
2023-04-04,Aero Max Drone,Gadgets,15,975000,West,65000,109
2023-04-04,Lumina VR Headset,Wearables,16,720000,North,45000,57
2023-04-04,Echelon Gaming Desk,Furniture,10,350000,East,35000,76
2023-04-05,Quantum Pro Laptop,Electronics,5,750000,East,150000,142
2023-04-05,Titan GPU X,Components,9,765000,West,85000,73
2023-04-05,Aero Max Drone,Gadgets,12,780000,South,65000,64
2023-04-05,Lumina VR Headset,Wearables,17,765000,North,45000,66
2023-04-05,Echelon Gaming Desk,Furniture,8,280000,North,35000,112
2023-04-06,Quantum Pro Laptop,Electronics,5,750000,South,150000,166
2023-04-06,Titan GPU X,Components,6,510000,West,85000,121
2023-04-06,Aero Max Drone,Gadgets,16,1040000,North,65000,67
2023-04-06,Lumina VR Headset,Wearables,13,585000,East,45000,144
2023-04-06,Echelon Gaming Desk,Furniture,13,455000,South,35000,81
2023-04-07,Quantum Pro Laptop,Electronics,6,900000,West,150000,151
2023-04-07,Titan GPU X,Components,9,765000,North,85000,185
2023-04-07,Aero Max Drone,Gadgets,14,910000,North,65000,194
2023-04-07,Lumina VR Headset,Wearables,17,765000,West,45000,170
2023-04-07,Echelon Gaming Desk,Furniture,10,350000,South,35000,135
2023-04-08,Quantum Pro Laptop,Electronics,7,1050000,West,150000,197
2023-04-08,Titan GPU X,Components,13,1105000,South,85000,146
2023-04-08,Aero Max Drone,Gadgets,15,975000,South,65000,82
2023-04-08,Lumina VR Headset,Wearables,20,900000,East,45000,152
2023-04-08,Echelon Gaming Desk,Furniture,17,595000,South,35000,171
2023-04-09,Quantum Pro Laptop,Electronics,6,900000,East,150000,98
2023-04-09,Titan GPU X,Components,12,1020000,West,85000,110
2023-04-09,Aero Max Drone,Gadgets,22,1430000,West,65000,121
2023-04-09,Lumina VR Headset,Wearables,23,1035000,South,45000,141
2023-04-09,Echelon Gaming Desk,Furniture,13,455000,East,35000,176
2023-04-10,Quantum Pro Laptop,Electronics,6,900000,East,150000,133
2023-04-10,Titan GPU X,Components,11,935000,South,85000,176
2023-04-10,Aero Max Drone,Gadgets,14,910000,East,65000,176
2023-04-10,Lumina VR Headset,Wearables,19,855000,East,45000,61
2023-04-10,Echelon Gaming Desk,Furniture,10,350000,East,35000,61
2023-04-11,Quantum Pro Laptop,Electronics,4,600000,East,150000,102
2023-04-11,Titan GPU X,Components,7,595000,East,85000,81
2023-04-11,Aero Max Drone,Gadgets,18,1170000,South,65000,199
2023-04-11,Lumina VR Headset,Wearables,15,675000,North,45000,145
2023-04-11,Echelon Gaming Desk,Furniture,9,315000,West,35000,84
2023-04-12,Quantum Pro Laptop,Electronics,7,1050000,North,150000,142
2023-04-12,Titan GPU X,Components,6,510000,East,85000,125
2023-04-12,Aero Max Drone,Gadgets,11,715000,North,65000,143
2023-04-12,Lumina VR Headset,Wearables,15,675000,West,45000,197
2023-04-12,Echelon Gaming Desk,Furniture,11,385000,North,35000,53
2023-04-13,Quantum Pro Laptop,Electronics,5,750000,West,150000,99
2023-04-13,Titan GPU X,Components,9,765000,North,85000,145
2023-04-13,Aero Max Drone,Gadgets,11,715000,South,65000,115
2023-04-13,Lumina VR Headset,Wearables,16,720000,East,45000,55
2023-04-13,Echelon Gaming Desk,Furniture,9,315000,East,35000,67
2023-04-14,Quantum Pro Laptop,Electronics,4,600000,West,150000,70
2023-04-14,Titan GPU X,Components,7,595000,West,85000,149
2023-04-14,Aero Max Drone,Gadgets,13,845000,West,65000,136
2023-04-14,Lumina VR Headset,Wearables,12,540000,South,45000,168
2023-04-14,Echelon Gaming Desk,Furniture,12,420000,North,35000,118
2023-04-15,Quantum Pro Laptop,Electronics,7,1050000,South,150000,109
2023-04-15,Titan GPU X,Components,10,850000,North,85000,160
2023-04-15,Aero Max Drone,Gadgets,21,1365000,West,65000,179
2023-04-15,Lumina VR Headset,Wearables,28,1260000,East,45000,119
2023-04-15,Echelon Gaming Desk,Furniture,11,385000,West,35000,115
2023-04-16,Quantum Pro Laptop,Electronics,8,1200000,East,150000,54
2023-04-16,Titan GPU X,Components,13,1105000,West,85000,94
2023-04-16,Aero Max Drone,Gadgets,15,975000,East,65000,96
2023-04-16,Lumina VR Headset,Wearables,23,1035000,South,45000,63
2023-04-16,Echelon Gaming Desk,Furniture,14,490000,West,35000,142
2023-04-17,Quantum Pro Laptop,Electronics,6,900000,North,150000,182
2023-04-17,Titan GPU X,Components,7,595000,West,85000,57
2023-04-17,Aero Max Drone,Gadgets,15,975000,West,65000,167
2023-04-17,Lumina VR Headset,Wearables,17,765000,West,45000,77
2023-04-17,Echelon Gaming Desk,Furniture,10,350000,North,35000,169
2023-04-18,Quantum Pro Laptop,Electronics,6,900000,West,150000,105
2023-04-18,Titan GPU X,Components,9,765000,West,85000,197
2023-04-18,Aero Max Drone,Gadgets,13,845000,South,65000,127
2023-04-18,Lumina VR Headset,Wearables,15,675000,West,45000,75
2023-04-18,Echelon Gaming Desk,Furniture,9,315000,North,35000,50
2023-04-19,Quantum Pro Laptop,Electronics,5,750000,North,150000,108
2023-04-19,Titan GPU X,Components,7,595000,North,85000,61
2023-04-19,Aero Max Drone,Gadgets,12,780000,North,65000,88
2023-04-19,Lumina VR Headset,Wearables,16,720000,East,45000,87
2023-04-19,Echelon Gaming Desk,Furniture,12,420000,South,35000,173
2023-04-20,Quantum Pro Laptop,Electronics,4,600000,East,150000,57
2023-04-20,Titan GPU X,Components,7,595000,North,85000,135
2023-04-20,Aero Max Drone,Gadgets,16,1040000,East,65000,83
2023-04-20,Lumina VR Headset,Wearables,15,675000,South,45000,194
2023-04-20,Echelon Gaming Desk,Furniture,10,350000,South,35000,185
2023-04-21,Quantum Pro Laptop,Electronics,5,750000,East,150000,121
2023-04-21,Titan GPU X,Components,9,765000,North,85000,95
2023-04-21,Aero Max Drone,Gadgets,13,845000,East,65000,191
2023-04-21,Lumina VR Headset,Wearables,17,765000,North,45000,97
2023-04-21,Echelon Gaming Desk,Furniture,9,315000,West,35000,112
2023-04-22,Quantum Pro Laptop,Electronics,7,1050000,North,150000,138
2023-04-22,Titan GPU X,Components,12,1020000,North,85000,117
2023-04-22,Aero Max Drone,Gadgets,18,1170000,South,65000,174
2023-04-22,Lumina VR Headset,Wearables,25,1125000,North,45000,72
2023-04-22,Echelon Gaming Desk,Furniture,14,490000,East,35000,158
2023-04-23,Quantum Pro Laptop,Electronics,7,1050000,South,150000,138
2023-04-23,Titan GPU X,Components,12,1020000,North,85000,192
2023-04-23,Aero Max Drone,Gadgets,21,1365000,East,65000,198
2023-04-23,Lumina VR Headset,Wearables,27,1215000,East,45000,109
2023-04-23,Echelon Gaming Desk,Furniture,19,665000,West,35000,84
2023-04-24,Quantum Pro Laptop,Electronics,6,900000,West,150000,151
2023-04-24,Titan GPU X,Components,8,680000,South,85000,123
2023-04-24,Aero Max Drone,Gadgets,11,715000,South,65000,58
2023-04-24,Lumina VR Headset,Wearables,18,810000,West,45000,166
2023-04-24,Echelon Gaming Desk,Furniture,10,350000,North,35000,61
2023-04-25,Quantum Pro Laptop,Electronics,5,750000,East,150000,93
2023-04-25,Titan GPU X,Components,6,510000,West,85000,64
2023-04-25,Aero Max Drone,Gadgets,14,910000,South,65000,157
2023-04-25,Lumina VR Headset,Wearables,10,450000,East,45000,70
2023-04-25,Echelon Gaming Desk,Furniture,11,385000,North,35000,85
2023-04-26,Quantum Pro Laptop,Electronics,5,750000,East,150000,100
2023-04-26,Titan GPU X,Components,7,595000,North,85000,166
2023-04-26,Aero Max Drone,Gadgets,12,780000,West,65000,76
2023-04-26,Lumina VR Headset,Wearables,16,720000,West,45000,193
2023-04-26,Echelon Gaming Desk,Furniture,11,385000,South,35000,195
2023-04-27,Quantum Pro Laptop,Electronics,5,750000,South,150000,138
2023-04-27,Titan GPU X,Components,8,680000,South,85000,56
2023-04-27,Aero Max Drone,Gadgets,10,650000,North,65000,120
2023-04-27,Lumina VR Headset,Wearables,17,765000,East,45000,105
2023-04-27,Echelon Gaming Desk,Furniture,9,315000,West,35000,85
2023-04-28,Quantum Pro Laptop,Electronics,5,750000,West,150000,167
2023-04-28,Titan GPU X,Components,8,680000,West,85000,155
2023-04-28,Aero Max Drone,Gadgets,15,975000,East,65000,172
2023-04-28,Lumina VR Headset,Wearables,22,990000,South,45000,58
2023-04-28,Echelon Gaming Desk,Furniture,11,385000,East,35000,59
2023-04-29,Quantum Pro Laptop,Electronics,6,900000,South,150000,121
2023-04-29,Titan GPU X,Components,9,765000,West,85000,98
2023-04-29,Aero Max Drone,Gadgets,19,1235000,South,65000,68
2023-04-29,Lumina VR Headset,Wearables,20,900000,West,45000,109
2023-04-29,Echelon Gaming Desk,Furniture,17,595000,East,35000,118
2023-04-30,Quantum Pro Laptop,Electronics,8,1200000,East,150000,98
2023-04-30,Titan GPU X,Components,13,1105000,East,85000,198
2023-04-30,Aero Max Drone,Gadgets,19,1235000,North,65000,199
2023-04-30,Lumina VR Headset,Wearables,22,990000,West,45000,60
2023-04-30,Echelon Gaming Desk,Furniture,14,490000,South,35000,127
2023-05-01,Quantum Pro Laptop,Electronics,4,600000,North,150000,51
2023-05-01,Titan GPU X,Components,8,680000,West,85000,84
2023-05-01,Aero Max Drone,Gadgets,15,975000,South,65000,167
2023-05-01,Lumina VR Headset,Wearables,18,810000,North,45000,73
2023-05-01,Echelon Gaming Desk,Furniture,11,385000,East,35000,158
2023-05-02,Quantum Pro Laptop,Electronics,6,900000,South,150000,85
2023-05-02,Titan GPU X,Components,7,595000,East,85000,119
2023-05-02,Aero Max Drone,Gadgets,10,650000,North,65000,62
2023-05-02,Lumina VR Headset,Wearables,14,630000,North,45000,76
2023-05-02,Echelon Gaming Desk,Furniture,10,350000,West,35000,198
2023-05-03,Quantum Pro Laptop,Electronics,5,750000,East,150000,93
2023-05-03,Titan GPU X,Components,6,510000,North,85000,107
2023-05-03,Aero Max Drone,Gadgets,15,975000,East,65000,51
2023-05-03,Lumina VR Headset,Wearables,13,585000,South,45000,84
2023-05-03,Echelon Gaming Desk,Furniture,10,350000,West,35000,199
2023-05-04,Quantum Pro Laptop,Electronics,6,900000,West,150000,85
2023-05-04,Titan GPU X,Components,8,680000,East,85000,104
2023-05-04,Aero Max Drone,Gadgets,13,845000,West,65000,155
2023-05-04,Lumina VR Headset,Wearables,15,675000,West,45000,61
2023-05-04,Echelon Gaming Desk,Furniture,9,315000,North,35000,193
2023-05-05,Quantum Pro Laptop,Electronics,6,900000,West,150000,79
2023-05-05,Titan GPU X,Components,9,765000,North,85000,72
2023-05-05,Aero Max Drone,Gadgets,10,650000,North,65000,153
2023-05-05,Lumina VR Headset,Wearables,15,675000,West,45000,157
2023-05-05,Echelon Gaming Desk,Furniture,11,385000,West,35000,199
2023-05-06,Quantum Pro Laptop,Electronics,6,900000,South,150000,81
2023-05-06,Titan GPU X,Components,12,1020000,South,85000,191
2023-05-06,Aero Max Drone,Gadgets,17,1105000,West,65000,163
2023-05-06,Lumina VR Headset,Wearables,18,810000,South,45000,124
2023-05-06,Echelon Gaming Desk,Furniture,11,385000,East,35000,104
2023-05-07,Quantum Pro Laptop,Electronics,7,1050000,East,150000,135
2023-05-07,Titan GPU X,Components,11,935000,West,85000,150
2023-05-07,Aero Max Drone,Gadgets,18,1170000,North,65000,91
2023-05-07,Lumina VR Headset,Wearables,14,630000,South,45000,131
2023-05-07,Echelon Gaming Desk,Furniture,18,630000,South,35000,183
2023-05-08,Quantum Pro Laptop,Electronics,6,900000,East,150000,129
2023-05-08,Titan GPU X,Components,9,765000,East,85000,198
2023-05-08,Aero Max Drone,Gadgets,11,715000,East,65000,115
2023-05-08,Lumina VR Headset,Wearables,14,630000,South,45000,69
2023-05-08,Echelon Gaming Desk,Furniture,9,315000,South,35000,59
2023-05-09,Quantum Pro Laptop,Electronics,5,750000,South,150000,82
2023-05-09,Titan GPU X,Components,8,680000,West,85000,144
2023-05-09,Aero Max Drone,Gadgets,17,1105000,South,65000,174
2023-05-09,Lumina VR Headset,Wearables,15,675000,West,45000,180
2023-05-09,Echelon Gaming Desk,Furniture,9,315000,North,35000,74
2023-05-10,Quantum Pro Laptop,Electronics,5,750000,East,150000,117
2023-05-10,Titan GPU X,Components,8,680000,East,85000,127
2023-05-10,Aero Max Drone,Gadgets,10,650000,West,65000,195
2023-05-10,Lumina VR Headset,Wearables,17,765000,West,45000,142
2023-05-10,Echelon Gaming Desk,Furniture,9,315000,East,35000,179
2023-05-11,Quantum Pro Laptop,Electronics,4,600000,East,150000,54
2023-05-11,Titan GPU X,Components,9,765000,East,85000,59
2023-05-11,Aero Max Drone,Gadgets,12,780000,South,65000,105
2023-05-11,Lumina VR Headset,Wearables,12,540000,East,45000,132
2023-05-11,Echelon Gaming Desk,Furniture,9,315000,East,35000,129
2023-05-12,Quantum Pro Laptop,Electronics,6,900000,West,150000,146
2023-05-12,Titan GPU X,Components,8,680000,North,85000,150
2023-05-12,Aero Max Drone,Gadgets,12,780000,East,65000,173
2023-05-12,Lumina VR Headset,Wearables,18,810000,West,45000,112
2023-05-12,Echelon Gaming Desk,Furniture,8,280000,North,35000,165
2023-05-13,Quantum Pro Laptop,Electronics,9,1350000,East,150000,56
2023-05-13,Titan GPU X,Components,10,850000,East,85000,141
2023-05-13,Aero Max Drone,Gadgets,14,910000,North,65000,135
2023-05-13,Lumina VR Headset,Wearables,22,990000,North,45000,179
2023-05-13,Echelon Gaming Desk,Furniture,14,490000,South,35000,128
2023-05-14,Quantum Pro Laptop,Electronics,6,900000,North,150000,187
2023-05-14,Titan GPU X,Components,10,850000,North,85000,114
2023-05-14,Aero Max Drone,Gadgets,19,1235000,North,65000,131
2023-05-14,Lumina VR Headset,Wearables,17,765000,East,45000,198
2023-05-14,Echelon Gaming Desk,Furniture,13,455000,West,35000,166
2023-05-15,Quantum Pro Laptop,Electronics,4,600000,West,150000,161
2023-05-15,Titan GPU X,Components,8,680000,West,85000,131
2023-05-15,Aero Max Drone,Gadgets,8,520000,West,65000,91
2023-05-15,Lumina VR Headset,Wearables,15,675000,North,45000,91
2023-05-15,Echelon Gaming Desk,Furniture,9,315000,North,35000,179
2023-05-16,Quantum Pro Laptop,Electronics,6,900000,West,150000,97
2023-05-16,Titan GPU X,Components,9,765000,South,85000,70
2023-05-16,Aero Max Drone,Gadgets,11,715000,West,65000,83
2023-05-16,Lumina VR Headset,Wearables,13,585000,North,45000,128
2023-05-16,Echelon Gaming Desk,Furniture,7,245000,North,35000,136
2023-05-17,Quantum Pro Laptop,Electronics,4,600000,West,150000,136
2023-05-17,Titan GPU X,Components,8,680000,North,85000,57
2023-05-17,Aero Max Drone,Gadgets,12,780000,West,65000,66
2023-05-17,Lumina VR Headset,Wearables,16,720000,North,45000,197
2023-05-17,Echelon Gaming Desk,Furniture,9,315000,South,35000,188
2023-05-18,Quantum Pro Laptop,Electronics,6,900000,West,150000,192
2023-05-18,Titan GPU X,Components,7,595000,North,85000,143
2023-05-18,Aero Max Drone,Gadgets,9,585000,South,65000,145
2023-05-18,Lumina VR Headset,Wearables,15,675000,East,45000,161
2023-05-18,Echelon Gaming Desk,Furniture,9,315000,West,35000,130
2023-05-19,Quantum Pro Laptop,Electronics,6,900000,North,150000,122
2023-05-19,Titan GPU X,Components,7,595000,South,85000,98
2023-05-19,Aero Max Drone,Gadgets,11,715000,North,65000,171
2023-05-19,Lumina VR Headset,Wearables,14,630000,East,45000,163
2023-05-19,Echelon Gaming Desk,Furniture,9,315000,East,35000,51
2023-05-20,Quantum Pro Laptop,Electronics,7,1050000,South,150000,62
2023-05-20,Titan GPU X,Components,14,1190000,West,85000,81
2023-05-20,Aero Max Drone,Gadgets,19,1235000,West,65000,60
2023-05-20,Lumina VR Headset,Wearables,19,855000,West,45000,108
2023-05-20,Echelon Gaming Desk,Furniture,15,525000,South,35000,173
2023-05-21,Quantum Pro Laptop,Electronics,6,900000,West,150000,81
2023-05-21,Titan GPU X,Components,11,935000,East,85000,162
2023-05-21,Aero Max Drone,Gadgets,14,910000,West,65000,168
2023-05-21,Lumina VR Headset,Wearables,25,1125000,East,45000,61
2023-05-21,Echelon Gaming Desk,Furniture,14,490000,North,35000,198
2023-05-22,Quantum Pro Laptop,Electronics,5,750000,South,150000,185
2023-05-22,Titan GPU X,Components,9,765000,East,85000,135
2023-05-22,Aero Max Drone,Gadgets,16,1040000,South,65000,138
2023-05-22,Lumina VR Headset,Wearables,15,675000,East,45000,76
2023-05-22,Echelon Gaming Desk,Furniture,10,350000,South,35000,144
2023-05-23,Quantum Pro Laptop,Electronics,4,600000,West,150000,71
2023-05-23,Titan GPU X,Components,8,680000,East,85000,146
2023-05-23,Aero Max Drone,Gadgets,9,585000,East,65000,72
